geometry,job_onsite,job_hybrid,job_uncertain,job_total,job_weighted,x,y,housing_density_2025,absolute_growth,vehicle_count_250m,hub_distance,is_covered_by_hub,pt_line_distance,bike_combined_distance,bike_direct_distance,bike_regional_distance,has_multimodal_access,shared_mobility_distance
"POLYGON ((115873.35543405995 459442.1657, 115945.52421770865 459567.1657, 116089.86178500605 459567.1657, 116162.03056865475 459442.1657, 116089.86178500605 459317.1657, 115945.52421770865 459317.1657, 115873.35543405995 459442.1657))",1,2,1,4,2.5,116017.69300135734,459442.16570000007,,,1,6538.101435452642,False,235.18200743714934,1483.2824173776567,6647.367598698696,1483.2824173776567,False,5306.5017580407675
"POLYGON ((115873.35543405995 459192.1657, 115945.52421770865 459317.1657, 116089.86178500605 459317.1657, 116162.03056865475 459192.1657, 116089.86178500605 459067.1657, 115945.52421770865 459067.1657, 115873.35543405995 459192.1657))",2,2,1,5,3.5,116017.69300135734,459192.1657,,,1,6384.527197081035,False,434.20347739515574,1377.8296936492623,6491.2958831213955,1377.8296936492623,False,5091.91599860497
"POLYGON ((115873.35543405995 447942.1657, 115945.52421770865 448067.1657, 116089.86178500605 448067.1657, 116162.03056865475 447942.1657, 116089.86178500605 447817.1657, 115945.52421770865 447817.1657, 115873.35543405995 447942.1657))",1,1,2,4,2.2,116017.69300135734,447942.16569999995,,,1,3573.7328982807117,False,392.02258400137794,91.64749300917158,8901.466367527833,91.64749300917158,False,3735.150722033598
"POLYGON ((115873.35543405995 447692.1657, 115945.52421770865 447817.1657, 116089.86178500605 447817.1657, 116162.03056865475 447692.1657, 116089.86178500605 447567.1657, 115945.52421770865 447567.1657, 115873.35543405995 447692.1657))",1,2,1,4,2.5,116017.69300135734,447692.1657,,,1,3584.0797672839035,False,188.3691444941483,140.99066727186664,9106.894626722564,140.99066727186664,True,3771.03751792113
"POLYGON ((115873.35543405995 445942.1657, 115945.52421770865 446067.1657, 116089.86178500605 446067.1657, 116162.03056865475 445942.1657, 116089.86178500605 445817.1657, 115945.52421770865 445817.1657, 115873.35543405995 445942.1657))",2,1,3,6,3.5,116017.69300135734,445942.16570000007,,,1,4106.586712618338,False,1406.1356251941497,1635.8003006649028,10598.656211625468,1635.8003006649028,False,3044.3879201803006
"POLYGON ((116089.86178500605 471317.1657, 116162.03056865475 471442.1657, 116306.36813595216 471442.1657, 116378.53691960085 471317.1657, 116306.36813595216 471192.1657, 116162.03056865475 471192.1657, 116089.86178500605 471317.1657))",1,2,1,4,2.5,116234.19935230346,471317.16569999995,,,1,4066.029837050831,False,82.0817373723671,817.6957652149229,16495.464986959218,817.6957652149229,False,1199.2397520718132
"POLYGON ((116089.86178500605 470317.1657, 116162.03056865475 470442.1657, 116306.36813595216 470442.1657, 116378.53691960085 470317.1657, 116306.36813595216 470192.1657, 116162.03056865475 470192.1657, 116089.86178500605 470317.1657))",1,1,1,3,1.9000000000000001,116234.19935230346,470317.16569999995,,,1,3582.372821997693,False,9.299482896048575,1501.9543152730648,15621.367674684807,1501.9543152730648,False,1985.7716356257547
"POLYGON ((116089.86178500605 470067.1657, 116162.03056865475 470192.1657, 116306.36813595216 470192.1657, 116378.53691960085 470067.1657, 116306.36813595216 469942.1657, 116162.03056865475 469942.1657, 116089.86178500605 470067.1657))",3,2,3,8,5.1,116234.19935230346,470067.1657,,,1,3495.8681519456463,False,10.432850887661074,1702.1731081670982,15393.317198631654,1702.1731081670982,False,2209.309571476222
"POLYGON ((116089.86178500605 468817.1657, 116162.03056865475 468942.1657, 116306.36813595216 468942.1657, 116378.53691960085 468817.1657, 116306.36813595216 468692.1657, 116162.03056865475 468692.1657, 116089.86178500605 468817.1657))",3,1,3,7,4.5,116234.19935230346,468817.1657,,,1,3321.8352812546045,False,327.6684778220627,2035.1948459629616,14264.103411279975,2035.1948459629616,False,3325.5294529633793
"POLYGON ((116089.86178500605 467817.1657, 116162.03056865475 467942.1657, 116306.36813595216 467942.1657, 116378.53691960085 467817.1657, 116306.36813595216 467692.1657, 116162.03056865475 467692.1657, 116089.86178500605 467817.1657))",5,1,1,7,5.8999999999999995,116234.19935230346,467817.1657,,,1,3501.4191343658645,False,3.075352474723874,2486.674643179968,13375.774692129204,2486.674643179968,False,3501.4261839134615
"POLYGON ((116089.86178500605 459567.1657, 116162.03056865475 459692.1657, 116306.36813595216 459692.1657, 116378.53691960085 459567.1657, 116306.36813595216 459442.1657, 116162.03056865475 459442.1657, 116089.86178500605 459567.1657))",2,2,1,5,3.5,116234.19935230346,459567.16569999995,,,1,6451.784755156522,False,4.585503796611655,1373.039188563635,6563.897026522562,1373.039188563635,False,5311.649497854296
"POLYGON ((116089.86178500605 449567.1657, 116162.03056865475 449692.1657, 116306.36813595216 449692.1657, 116378.53691960085 449567.1657, 116306.36813595216 449442.1657, 116162.03056865475 449442.1657, 116089.86178500605 449567.1657))",1,2,1,4,2.5,116234.19935230346,449567.16570000007,,,1,3719.742101856232,False,1800.941957168274,1696.17191894426,7487.44243215206,1696.17191894426,False,3699.562373167743
"POLYGON ((116089.86178500605 447817.1657, 116162.03056865475 447942.1657, 116306.36813595216 447942.1657, 116378.53691960085 447817.1657, 116306.36813595216 447692.1657, 116162.03056865475 447692.1657, 116089.86178500605 447817.1657))",3,1,2,6,4.2,116234.19935230346,447817.16570000007,,,1,3360.4178243667116,False,201.69625574781014,48.15427929339964,8882.301386734796,48.15427929339964,True,3536.929893252511
"POLYGON ((116306.36813595217 471442.1657, 116378.53691960087 471567.1657, 116522.87448689828 471567.1657, 116595.04327054697 471442.1657, 116522.87448689828 471317.1657, 116378.53691960087 471317.1657, 116306.36813595217 471442.1657))",4,1,1,6,4.8999999999999995,116450.70570324956,471442.1657,,,1,3968.0697126448968,False,55.47959575411578,569.0402502804835,16499.621470313792,569.0402502804835,False,953.0600661029426
"POLYGON ((116306.36813595217 467942.1657, 116378.53691960087 468067.1657, 116522.87448689828 468067.1657, 116595.04327054697 467942.1657, 116522.87448689828 467817.1657, 116378.53691960087 467817.1657, 116306.36813595217 467942.1657))",1,2,1,4,2.5,116450.70570324956,467942.16570000007,,,1,3256.9913843841787,False,73.35271447038237,2239.1812448258097,13385.698623509095,2239.1812448258097,False,3256.9987102000323
"POLYGON ((116306.36813595217 467692.1657, 116378.53691960087 467817.1657, 116522.87448689828 467817.1657, 116595.04327054697 467692.1657, 116522.87448689828 467567.1657, 116378.53691960087 467567.1657, 116306.36813595217 467692.1657))",1,1,1,3,1.9000000000000001,116450.70570324956,467692.16569999995,,,1,3340.3906998961975,False,141.4612773645597,2402.980613151097,13164.023472685338,2402.980613151097,False,3340.39674184997
"POLYGON ((116306.36813595217 467442.1657, 116378.53691960087 467567.1657, 116522.87448689828 467567.1657, 116595.04327054697 467442.1657, 116522.87448689828 467317.1657, 116378.53691960087 467317.1657, 116306.36813595217 467442.1657))",1,2,1,4,2.5,116450.70570324956,467442.16569999995,,,1,3439.9748804247133,False,348.3542535278972,2580.6392632795573,12943.086647409551,2580.6392632795573,False,3439.979678381675
"POLYGON ((116306.36813595217 461692.1657, 116378.53691960087 461817.1657, 116522.87448689828 461817.1657, 116595.04327054697 461692.1657, 116522.87448689828 461567.1657, 116378.53691960087 461567.1657, 116306.36813595217 461692.1657))",2,1,1,4,2.9,116450.70570324956,461692.1657,,,1,7865.33035720385,False,1819.8911560471672,3099.8456440541645,8000.723864585999,3099.8456440541645,False,6836.937695293363
"POLYGON ((116306.36813595217 457942.1657, 116378.53691960087 458067.1657, 116522.87448689828 458067.1657, 116595.04327054697 457942.1657, 116522.87448689828 457817.1657, 116378.53691960087 457817.1657, 116306.36813595217 457942.1657))",1,1,2,4,2.2,116450.70570324956,457942.1657,,,1,5337.340416675131,False,1147.4375441551579,1154.712969513023,5431.664211579703,1154.712969513023,False,3811.012105641191
"POLYGON ((116306.36813595217 449192.1657, 116378.53691960087 449317.1657, 116522.87448689828 449317.1657, 116595.04327054697 449192.1657, 116522.87448689828 449067.1657, 116378.53691960087 449067.1657, 116306.36813595217 449192.1657))",1,1,1,3,1.9000000000000001,116450.70570324956,449192.1657,,,1,3371.7774808532936,False,1585.1581307314268,1343.7586208108808,7639.233918224745,1343.7586208108808,False,3384.103566927942
"POLYGON ((116306.36813595217 447942.1657, 116378.53691960087 448067.1657, 116522.87448689828 448067.1657, 116595.04327054697 447942.1657, 116522.87448689828 447817.1657, 116378.53691960087 447817.1657, 116306.36813595217 447942.1657))",3,2,2,7,4.8,116450.70570324956,447942.16569999995,,,1,3140.7305090359646,False,361.04538513173327,119.16211298431153,8659.100767825501,119.16211298431153,False,3305.1508555583296
"POLYGON ((116306.36813595217 445942.1657, 116378.53691960087 446067.1657, 116522.87448689828 446067.1657, 116595.04327054697 445942.1657, 116522.87448689828 445817.1657, 116378.53691960087 445817.1657, 116306.36813595217 445942.1657))",2,2,2,6,3.8000000000000003,116450.70570324956,445942.16570000007,,,1,3735.8634517858045,False,1532.4878164660447,1792.0354744992617,10395.93363326999,1792.0354744992617,False,3467.93267361158
"POLYGON ((116522.87448689828 470067.1657, 116595.04327054697 470192.1657, 116739.38083784438 470192.1657, 116811.54962149308 470067.1657, 116739.38083784438 469942.1657, 116595.04327054697 469942.1657, 116522.87448689828 470067.1657))",1,5,1,7,4.3,116667.21205419567,470067.1657,,,1,3087.839123567096,False,426.98327184948505,1317.3038209363,15193.242532904967,1317.3038209363,False,2063.1578822666447
"POLYGON ((116522.87448689828 469567.1657, 116595.04327054697 469692.1657, 116739.38083784438 469692.1657, 116811.54962149308 469567.1657, 116739.38083784438 469442.1657, 116595.04327054697 469442.1657, 116522.87448689828 469567.1657))",2,3,16,21,8.6,116667.21205419567,469567.1657,,,1,2947.057626350663,False,528.6595935158552,1436.0659636528437,14757.32106224563,1436.0659636528437,False,2550.862880681432
"POLYGON ((116522.87448689828 468317.1657, 116595.04327054697 468442.1657, 116739.38083784438 468442.1657, 116811.54962149308 468317.1657, 116739.38083784438 468192.1657, 116595.04327054697 468192.1657, 116522.87448689828 468317.1657))",1,3,2,6,3.4,116667.21205419567,468317.16570000007,,,1,2952.6822808088086,False,180.48789185258008,1842.940946781883,13624.565218792713,1842.940946781883,False,2952.6913283270483
"POLYGON ((116522.87448689828 467817.1657, 116595.04327054697 467942.1657, 116739.38083784438 467942.1657, 116811.54962149308 467817.1657, 116739.38083784438 467692.1657, 116595.04327054697 467692.1657, 116522.87448689828 467817.1657))",4,1,1,6,4.8999999999999995,116667.21205419567,467817.1657,,,1,3093.3423592293084,False,154.2033288270464,2160.3698047615435,13176.036964927456,2160.3698047615435,False,3093.3486175683065
"POLYGON ((116522.87448689828 467317.1657, 116595.04327054697 467442.1657, 116739.38083784438 467442.1657, 116811.54962149308 467317.1657, 116739.38083784438 467192.1657, 116595.04327054697 467192.1657, 116522.87448689828 467317.1657))",1,1,1,3,1.9000000000000001,116667.21205419567,467317.16570000007,,,1,3304.421470000781,False,568.1738767113106,2537.3143386906568,12731.344108189678,2537.3143386906568,False,3304.4251026835973
"POLYGON ((116522.87448689828 461567.1657, 116595.04327054697 461692.1657, 116739.38083784438 461692.1657, 116811.54962149308 461567.1657, 116739.38083784438 461442.1657, 116595.04327054697 461442.1657, 116522.87448689828 461567.1657))",1,1,1,3,1.9000000000000001,116667.21205419567,461567.1657,,,1,7646.085192441767,False,1847.75012107887,2924.8830464809307,7773.078977465718,2924.8830464809307,False,6615.740548045659
"POLYGON ((116522.87448689828 458067.1657, 116595.04327054697 458192.1657, 116739.38083784438 458192.1657, 116811.54962149308 458067.1657, 116739.38083784438 457942.1657, 116595.04327054697 457942.1657, 116522.87448689828 458067.1657))",1,2,8,11,4.6,116667.21205419567,458067.1657,,,1,5213.2963535633735,False,904.1227120546197,911.5766153163293,5311.56514503205,911.5766153163293,False,3793.543561014015
"POLYGON ((116522.87448689828 454817.1657, 116595.04327054697 454942.1657, 116739.38083784438 454942.1657, 116811.54962149308 454817.1657, 116739.38083784438 454692.1657, 116595.04327054697 454692.1657, 116522.87448689828 454817.1657))",4,3,3,10,6.699999999999999,116667.21205419567,454817.16570000007,,,1,4479.551519971282,False,154.4612466086027,68.0746696453431,4499.196099295869,68.0746696453431,True,1785.5824961511812
"POLYGON ((116522.87448689828 450067.1657, 116595.04327054697 450192.1657, 116739.38083784438 450192.1657, 116811.54962149308 450067.1657, 116739.38083784438 449942.1657, 116595.04327054697 449942.1657, 116522.87448689828 450067.1657))",1,1,1,3,1.9000000000000001,116667.21205419567,450067.1657,,,1,3601.1776832665732,False,1754.8925883787986,1844.441802472705,6826.0064671753,1844.441802472705,False,3508.3025702078426
"POLYGON ((116522.87448689828 449067.1657, 116595.04327054697 449192.1657, 116739.38083784438 449192.1657, 116811.54962149308 449067.1657, 116739.38083784438 448942.1657, 116595.04327054697 448942.1657, 116522.87448689828 449067.1657))",1,4,6,11,5.199999999999999,116667.21205419567,449067.1657,,,1,3124.8559177115903,False,1500.783764305547,1263.6323383696683,7608.683807986699,1263.6323383696683,False,3144.149981341498
"POLYGON ((116522.87448689828 447817.1657, 116595.04327054697 447942.1657, 116739.38083784438 447942.1657, 116811.54962149308 447817.1657, 116739.38083784438 447692.1657, 116595.04327054697 447692.1657, 116522.87448689828 447817.1657))",2,4,3,9,5.300000000000001,116667.21205419567,447817.16570000007,,,1,2927.8881905662056,False,272.9079230498424,30.743492666222178,8650.242802367924,30.743492666222178,False,3109.669489105421
"POLYGON ((116739.3808378444 471442.1657, 116811.54962149309 471567.1657, 116955.8871887905 471567.1657, 117028.0559724392 471442.1657, 116955.8871887905 471317.1657, 116811.54962149309 471317.1657, 116739.3808378444 471442.1657))",10,2,11,23,14.5,116883.7184051418,471442.1657,,,1,3639.6062371709017,False,74.8342999999877,224.15432769956792,16296.37673763807,224.15432769956792,True,688.6417165300596
