geometry
"POLYGON ((153415.08369362165 450183.69011467765, 153290.08369362165 450400.19646562374, 153040.08369362165 450400.19646562374, 152915.08369362165 450183.69011467765, 153040.08369362165 449967.18376373156, 153290.08369362165 449967.18376373156, 153415.08369362165 450183.69011467765))"
"POLYGON ((153848.0963955139 450183.69011467765, 153723.0963955139 450400.19646562374, 153473.0963955139 450400.19646562374, 153348.0963955139 450183.69011467765, 153473.0963955139 449967.18376373156, 153723.0963955139 449967.18376373156, 153848.0963955139 450183.69011467765))"
"POLYGON ((154281.1090974061 450183.69011467765, 154156.1090974061 450400.19646562374, 153906.1090974061 450400.19646562374, 153781.1090974061 450183.69011467765, 153906.1090974061 449967.18376373156, 154156.1090974061 449967.18376373156, 154281.1090974061 450183.69011467765))"
"POLYGON ((154714.1217992983 450183.69011467765, 154589.1217992983 450400.19646562374, 154339.1217992983 450400.19646562374, 154214.1217992983 450183.69011467765, 154339.1217992983 449967.18376373156, 154589.1217992983 449967.18376373156, 154714.1217992983 450183.69011467765))"
"POLYGON ((155147.13450119054 450183.69011467765, 155022.13450119054 450400.19646562374, 154772.13450119054 450400.19646562374, 154647.13450119054 450183.69011467765, 154772.13450119054 449967.18376373156, 155022.13450119054 449967.18376373156, 155147.13450119054 450183.69011467765))"
"POLYGON ((155580.14720308277 450183.69011467765, 155455.14720308277 450400.19646562374, 155205.14720308277 450400.19646562374, 155080.14720308277 450183.69011467765, 155205.14720308277 449967.18376373156, 155455.14720308277 449967.18376373156, 155580.14720308277 450183.69011467765))"
"POLYGON ((156013.15990497498 450183.69011467765, 155888.15990497498 450400.19646562374, 155638.15990497498 450400.19646562374, 155513.15990497498 450183.69011467765, 155638.15990497498 449967.18376373156, 155888.15990497498 449967.18376373156, 156013.15990497498 450183.69011467765))"
"POLYGON ((156446.17260686719 450183.69011467765, 156321.17260686719 450400.19646562374, 156071.17260686719 450400.19646562374, 155946.17260686719 450183.69011467765, 156071.17260686719 449967.18376373156, 156321.17260686719 449967.18376373156, 156446.17260686719 450183.69011467765))"
"POLYGON ((156879.18530875942 450183.69011467765, 156754.18530875942 450400.19646562374, 156504.18530875942 450400.19646562374, 156379.18530875942 450183.69011467765, 156504.18530875942 449967.18376373156, 156754.18530875942 449967.18376373156, 156879.18530875942 450183.69011467765))"
"POLYGON ((157312.19801065163 450183.69011467765, 157187.19801065163 450400.19646562374, 156937.19801065163 450400.19646562374, 156812.19801065163 450183.69011467765, 156937.19801065163 449967.18376373156, 157187.19801065163 449967.18376373156, 157312.19801065163 450183.69011467765))"
"POLYGON ((157745.21071254386 450183.69011467765, 157620.21071254386 450400.19646562374, 157370.21071254386 450400.19646562374, 157245.21071254386 450183.69011467765, 157370.21071254386 449967.18376373156, 157620.21071254386 449967.18376373156, 157745.21071254386 450183.69011467765))"
"POLYGON ((158178.22341443607 450183.69011467765, 158053.22341443607 450400.19646562374, 157803.22341443607 450400.19646562374, 157678.22341443607 450183.69011467765, 157803.22341443607 449967.18376373156, 158053.22341443607 449967.18376373156, 158178.22341443607 450183.69011467765))"
"POLYGON ((158611.2361163283 450183.69011467765, 158486.2361163283 450400.19646562374, 158236.2361163283 450400.19646562374, 158111.2361163283 450183.69011467765, 158236.2361163283 449967.18376373156, 158486.2361163283 449967.18376373156, 158611.2361163283 450183.69011467765))"
"POLYGON ((159044.2488182205 450183.69011467765, 158919.2488182205 450400.19646562374, 158669.2488182205 450400.19646562374, 158544.2488182205 450183.69011467765, 158669.2488182205 449967.18376373156, 158919.2488182205 449967.18376373156, 159044.2488182205 450183.69011467765))"
"POLYGON ((159477.26152011272 450183.69011467765, 159352.26152011272 450400.19646562374, 159102.26152011272 450400.19646562374, 158977.26152011272 450183.69011467765, 159102.26152011272 449967.18376373156, 159352.26152011272 449967.18376373156, 159477.26152011272 450183.69011467765))"
"POLYGON ((159910.27422200495 450183.69011467765, 159785.27422200495 450400.19646562374, 159535.27422200495 450400.19646562374, 159410.27422200495 450183.69011467765, 159535.27422200495 449967.18376373156, 159785.27422200495 449967.18376373156, 159910.27422200495 450183.69011467765))"
"POLYGON ((160343.28692389716 450183.69011467765, 160218.28692389716 450400.19646562374, 159968.28692389716 450400.19646562374, 159843.28692389716 450183.69011467765, 159968.28692389716 449967.18376373156, 160218.28692389716 449967.18376373156, 160343.28692389716 450183.69011467765))"
"POLYGON ((160776.2996257894 450183.69011467765, 160651.2996257894 450400.19646562374, 160401.2996257894 450400.19646562374, 160276.2996257894 450183.69011467765, 160401.2996257894 449967.18376373156, 160651.2996257894 449967.18376373156, 160776.2996257894 450183.69011467765))"
"POLYGON ((161209.3123276816 450183.69011467765, 161084.3123276816 450400.19646562374, 160834.3123276816 450400.19646562374, 160709.3123276816 450183.69011467765, 160834.3123276816 449967.18376373156, 161084.3123276816 449967.18376373156, 161209.3123276816 450183.69011467765))"
"POLYGON ((161642.32502957384 450183.69011467765, 161517.32502957384 450400.19646562374, 161267.32502957384 450400.19646562374, 161142.32502957384 450183.69011467765, 161267.32502957384 449967.18376373156, 161517.32502957384 449967.18376373156, 161642.32502957384 450183.69011467765))"
"POLYGON ((162075.33773146605 450183.69011467765, 161950.33773146605 450400.19646562374, 161700.33773146605 450400.19646562374, 161575.33773146605 450183.69011467765, 161700.33773146605 449967.18376373156, 161950.33773146605 449967.18376373156, 162075.33773146605 450183.69011467765))"
"POLYGON ((162508.35043335825 450183.69011467765, 162383.35043335825 450400.19646562374, 162133.35043335825 450400.19646562374, 162008.35043335825 450183.69011467765, 162133.35043335825 449967.18376373156, 162383.35043335825 449967.18376373156, 162508.35043335825 450183.69011467765))"
"POLYGON ((162941.3631352505 450183.69011467765, 162816.3631352505 450400.19646562374, 162566.3631352505 450400.19646562374, 162441.3631352505 450183.69011467765, 162566.3631352505 449967.18376373156, 162816.3631352505 449967.18376373156, 162941.3631352505 450183.69011467765))"
"POLYGON ((163374.3758371427 450183.69011467765, 163249.3758371427 450400.19646562374, 162999.3758371427 450400.19646562374, 162874.3758371427 450183.69011467765, 162999.3758371427 449967.18376373156, 163249.3758371427 449967.18376373156, 163374.3758371427 450183.69011467765))"
"POLYGON ((163807.38853903493 450183.69011467765, 163682.38853903493 450400.19646562374, 163432.38853903493 450400.19646562374, 163307.38853903493 450183.69011467765, 163432.38853903493 449967.18376373156, 163682.38853903493 449967.18376373156, 163807.38853903493 450183.69011467765))"
"POLYGON ((164240.40124092714 450183.69011467765, 164115.40124092714 450400.19646562374, 163865.40124092714 450400.19646562374, 163740.40124092714 450183.69011467765, 163865.40124092714 449967.18376373156, 164115.40124092714 449967.18376373156, 164240.40124092714 450183.69011467765))"
"POLYGON ((164673.41394281937 450183.69011467765, 164548.41394281937 450400.19646562374, 164298.41394281937 450400.19646562374, 164173.41394281937 450183.69011467765, 164298.41394281937 449967.18376373156, 164548.41394281937 449967.18376373156, 164673.41394281937 450183.69011467765))"
"POLYGON ((165106.42664471158 450183.69011467765, 164981.42664471158 450400.19646562374, 164731.42664471158 450400.19646562374, 164606.42664471158 450183.69011467765, 164731.42664471158 449967.18376373156, 164981.42664471158 449967.18376373156, 165106.42664471158 450183.69011467765))"
"POLYGON ((165539.4393466038 450183.69011467765, 165414.4393466038 450400.19646562374, 165164.4393466038 450400.19646562374, 165039.4393466038 450183.69011467765, 165164.4393466038 449967.18376373156, 165414.4393466038 449967.18376373156, 165539.4393466038 450183.69011467765))"
"POLYGON ((165972.45204849602 450183.69011467765, 165847.45204849602 450400.19646562374, 165597.45204849602 450400.19646562374, 165472.45204849602 450183.69011467765, 165597.45204849602 449967.18376373156, 165847.45204849602 449967.18376373156, 165972.45204849602 450183.69011467765))"
"POLYGON ((166405.46475038823 450183.69011467765, 166280.46475038823 450400.19646562374, 166030.46475038823 450400.19646562374, 165905.46475038823 450183.69011467765, 166030.46475038823 449967.18376373156, 166280.46475038823 449967.18376373156, 166405.46475038823 450183.69011467765))"
"POLYGON ((166838.47745228047 450183.69011467765, 166713.47745228047 450400.19646562374, 166463.47745228047 450400.19646562374, 166338.47745228047 450183.69011467765, 166463.47745228047 449967.18376373156, 166713.47745228047 449967.18376373156, 166838.47745228047 450183.69011467765))"
"POLYGON ((167271.49015417267 450183.69011467765, 167146.49015417267 450400.19646562374, 166896.49015417267 450400.19646562374, 166771.49015417267 450183.69011467765, 166896.49015417267 449967.18376373156, 167146.49015417267 449967.18376373156, 167271.49015417267 450183.69011467765))"
"POLYGON ((167704.5028560649 450183.69011467765, 167579.5028560649 450400.19646562374, 167329.5028560649 450400.19646562374, 167204.5028560649 450183.69011467765, 167329.5028560649 449967.18376373156, 167579.5028560649 449967.18376373156, 167704.5028560649 450183.69011467765))"
"POLYGON ((116392.4976818369 450558.69011467765, 116267.4976818369 450775.19646562374, 116017.4976818369 450775.19646562374, 115892.4976818369 450558.69011467765, 116017.4976818369 450342.18376373156, 116267.4976818369 450342.18376373156, 116392.4976818369 450558.69011467765))"
"POLYGON ((116825.51038372912 450558.69011467765, 116700.51038372912 450775.19646562374, 116450.51038372912 450775.19646562374, 116325.51038372912 450558.69011467765, 116450.51038372912 450342.18376373156, 116700.51038372912 450342.18376373156, 116825.51038372912 450558.69011467765))"
"POLYGON ((117258.52308562135 450558.69011467765, 117133.52308562135 450775.19646562374, 116883.52308562135 450775.19646562374, 116758.52308562135 450558.69011467765, 116883.52308562135 450342.18376373156, 117133.52308562135 450342.18376373156, 117258.52308562135 450558.69011467765))"
"POLYGON ((117691.53578751357 450558.69011467765, 117566.53578751357 450775.19646562374, 117316.53578751357 450775.19646562374, 117191.53578751357 450558.69011467765, 117316.53578751357 450342.18376373156, 117566.53578751357 450342.18376373156, 117691.53578751357 450558.69011467765))"
"POLYGON ((118124.54848940577 450558.69011467765, 117999.54848940577 450775.19646562374, 117749.54848940577 450775.19646562374, 117624.54848940577 450558.69011467765, 117749.54848940577 450342.18376373156, 117999.54848940577 450342.18376373156, 118124.54848940577 450558.69011467765))"
"POLYGON ((118557.561191298 450558.69011467765, 118432.561191298 450775.19646562374, 118182.561191298 450775.19646562374, 118057.561191298 450558.69011467765, 118182.561191298 450342.18376373156, 118432.561191298 450342.18376373156, 118557.561191298 450558.69011467765))"
"POLYGON ((118990.57389319022 450558.69011467765, 118865.57389319022 450775.19646562374, 118615.57389319022 450775.19646562374, 118490.57389319022 450558.69011467765, 118615.57389319022 450342.18376373156, 118865.57389319022 450342.18376373156, 118990.57389319022 450558.69011467765))"
"POLYGON ((119423.58659508244 450558.69011467765, 119298.58659508244 450775.19646562374, 119048.58659508244 450775.19646562374, 118923.58659508244 450558.69011467765, 119048.58659508244 450342.18376373156, 119298.58659508244 450342.18376373156, 119423.58659508244 450558.69011467765))"
"POLYGON ((119856.59929697466 450558.69011467765, 119731.59929697466 450775.19646562374, 119481.59929697466 450775.19646562374, 119356.59929697466 450558.69011467765, 119481.59929697466 450342.18376373156, 119731.59929697466 450342.18376373156, 119856.59929697466 450558.69011467765))"
"POLYGON ((120289.61199886688 450558.69011467765, 120164.61199886688 450775.19646562374, 119914.61199886688 450775.19646562374, 119789.61199886688 450558.69011467765, 119914.61199886688 450342.18376373156, 120164.61199886688 450342.18376373156, 120289.61199886688 450558.69011467765))"
"POLYGON ((120722.6247007591 450558.69011467765, 120597.6247007591 450775.19646562374, 120347.6247007591 450775.19646562374, 120222.6247007591 450558.69011467765, 120347.6247007591 450342.18376373156, 120597.6247007591 450342.18376373156, 120722.6247007591 450558.69011467765))"
"POLYGON ((121155.63740265131 450558.69011467765, 121030.63740265131 450775.19646562374, 120780.63740265131 450775.19646562374, 120655.63740265131 450558.69011467765, 120780.63740265131 450342.18376373156, 121030.63740265131 450342.18376373156, 121155.63740265131 450558.69011467765))"
"POLYGON ((121588.65010454353 450558.69011467765, 121463.65010454353 450775.19646562374, 121213.65010454353 450775.19646562374, 121088.65010454353 450558.69011467765, 121213.65010454353 450342.18376373156, 121463.65010454353 450342.18376373156, 121588.65010454353 450558.69011467765))"
"POLYGON ((122021.66280643575 450558.69011467765, 121896.66280643575 450775.19646562374, 121646.66280643575 450775.19646562374, 121521.66280643575 450558.69011467765, 121646.66280643575 450342.18376373156, 121896.66280643575 450342.18376373156, 122021.66280643575 450558.69011467765))"
"POLYGON ((122454.67550832797 450558.69011467765, 122329.67550832797 450775.19646562374, 122079.67550832797 450775.19646562374, 121954.67550832797 450558.69011467765, 122079.67550832797 450342.18376373156, 122329.67550832797 450342.18376373156, 122454.67550832797 450558.69011467765))"
"POLYGON ((122887.68821022019 450558.69011467765, 122762.68821022019 450775.19646562374, 122512.68821022019 450775.19646562374, 122387.68821022019 450558.69011467765, 122512.68821022019 450342.18376373156, 122762.68821022019 450342.18376373156, 122887.68821022019 450558.69011467765))"
"POLYGON ((123320.70091211241 450558.69011467765, 123195.70091211241 450775.19646562374, 122945.70091211241 450775.19646562374, 122820.70091211241 450558.69011467765, 122945.70091211241 450342.18376373156, 123195.70091211241 450342.18376373156, 123320.70091211241 450558.69011467765))"
"POLYGON ((123753.71361400464 450558.69011467765, 123628.71361400464 450775.19646562374, 123378.71361400464 450775.19646562374, 123253.71361400464 450558.69011467765, 123378.71361400464 450342.18376373156, 123628.71361400464 450342.18376373156, 123753.71361400464 450558.69011467765))"
"POLYGON ((124186.72631589684 450558.69011467765, 124061.72631589684 450775.19646562374, 123811.72631589684 450775.19646562374, 123686.72631589684 450558.69011467765, 123811.72631589684 450342.18376373156, 124061.72631589684 450342.18376373156, 124186.72631589684 450558.69011467765))"
"POLYGON ((124619.73901778906 450558.69011467765, 124494.73901778906 450775.19646562374, 124244.73901778906 450775.19646562374, 124119.73901778906 450558.69011467765, 124244.73901778906 450342.18376373156, 124494.73901778906 450342.18376373156, 124619.73901778906 450558.69011467765))"
"POLYGON ((125052.75171968128 450558.69011467765, 124927.75171968128 450775.19646562374, 124677.75171968128 450775.19646562374, 124552.75171968128 450558.69011467765, 124677.75171968128 450342.18376373156, 124927.75171968128 450342.18376373156, 125052.75171968128 450558.69011467765))"
"POLYGON ((125485.7644215735 450558.69011467765, 125360.7644215735 450775.19646562374, 125110.7644215735 450775.19646562374, 124985.7644215735 450558.69011467765, 125110.7644215735 450342.18376373156, 125360.7644215735 450342.18376373156, 125485.7644215735 450558.69011467765))"
"POLYGON ((125918.77712346573 450558.69011467765, 125793.77712346573 450775.19646562374, 125543.77712346573 450775.19646562374, 125418.77712346573 450558.69011467765, 125543.77712346573 450342.18376373156, 125793.77712346573 450342.18376373156, 125918.77712346573 450558.69011467765))"
"POLYGON ((126351.78982535795 450558.69011467765, 126226.78982535795 450775.19646562374, 125976.78982535795 450775.19646562374, 125851.78982535795 450558.69011467765, 125976.78982535795 450342.18376373156, 126226.78982535795 450342.18376373156, 126351.78982535795 450558.69011467765))"
"POLYGON ((126784.80252725017 450558.69011467765, 126659.80252725017 450775.19646562374, 126409.80252725017 450775.19646562374, 126284.80252725017 450558.69011467765, 126409.80252725017 450342.18376373156, 126659.80252725017 450342.18376373156, 126784.80252725017 450558.69011467765))"
"POLYGON ((127217.81522914239 450558.69011467765, 127092.81522914239 450775.19646562374, 126842.81522914239 450775.19646562374, 126717.81522914239 450558.69011467765, 126842.81522914239 450342.18376373156, 127092.81522914239 450342.18376373156, 127217.81522914239 450558.69011467765))"
"POLYGON ((127650.82793103461 450558.69011467765, 127525.82793103461 450775.19646562374, 127275.82793103461 450775.19646562374, 127150.82793103461 450558.69011467765, 127275.82793103461 450342.18376373156, 127525.82793103461 450342.18376373156, 127650.82793103461 450558.69011467765))"
"POLYGON ((128083.84063292682 450558.69011467765, 127958.84063292682 450775.19646562374, 127708.84063292682 450775.19646562374, 127583.84063292682 450558.69011467765, 127708.84063292682 450342.18376373156, 127958.84063292682 450342.18376373156, 128083.84063292682 450558.69011467765))"
"POLYGON ((128516.85333481904 450558.69011467765, 128391.85333481904 450775.19646562374, 128141.85333481904 450775.19646562374, 128016.85333481904 450558.69011467765, 128141.85333481904 450342.18376373156, 128391.85333481904 450342.18376373156, 128516.85333481904 450558.69011467765))"
"POLYGON ((128949.86603671126 450558.69011467765, 128824.86603671126 450775.19646562374, 128574.86603671126 450775.19646562374, 128449.86603671126 450558.69011467765, 128574.86603671126 450342.18376373156, 128824.86603671126 450342.18376373156, 128949.86603671126 450558.69011467765))"
"POLYGON ((129382.87873860348 450558.69011467765, 129257.87873860348 450775.19646562374, 129007.87873860348 450775.19646562374, 128882.87873860348 450558.69011467765, 129007.87873860348 450342.18376373156, 129257.87873860348 450342.18376373156, 129382.87873860348 450558.69011467765))"
"POLYGON ((129815.8914404957 450558.69011467765, 129690.8914404957 450775.19646562374, 129440.8914404957 450775.19646562374, 129315.8914404957 450558.69011467765, 129440.8914404957 450342.18376373156, 129690.8914404957 450342.18376373156, 129815.8914404957 450558.69011467765))"
"POLYGON ((130248.90414238792 450558.69011467765, 130123.90414238792 450775.19646562374, 129873.90414238792 450775.19646562374, 129748.90414238792 450558.69011467765, 129873.90414238792 450342.18376373156, 130123.90414238792 450342.18376373156, 130248.90414238792 450558.69011467765))"
"POLYGON ((130681.91684428015 450558.69011467765, 130556.91684428015 450775.19646562374, 130306.91684428015 450775.19646562374, 130181.91684428015 450558.69011467765, 130306.91684428015 450342.18376373156, 130556.91684428015 450342.18376373156, 130681.91684428015 450558.69011467765))"
"POLYGON ((131114.92954617235 450558.69011467765, 130989.92954617235 450775.19646562374, 130739.92954617235 450775.19646562374, 130614.92954617235 450558.69011467765, 130739.92954617235 450342.18376373156, 130989.92954617235 450342.18376373156, 131114.92954617235 450558.69011467765))"
"POLYGON ((131547.9422480646 450558.69011467765, 131422.9422480646 450775.19646562374, 131172.9422480646 450775.19646562374, 131047.94224806459 450558.69011467765, 131172.9422480646 450342.18376373156, 131422.9422480646 450342.18376373156, 131547.9422480646 450558.69011467765))"
"POLYGON ((131980.9549499568 450558.69011467765, 131855.9549499568 450775.19646562374, 131605.9549499568 450775.19646562374, 131480.9549499568 450558.69011467765, 131605.9549499568 450342.18376373156, 131855.9549499568 450342.18376373156, 131980.9549499568 450558.69011467765))"
"POLYGON ((132413.96765184903 450558.69011467765, 132288.96765184903 450775.19646562374, 132038.96765184903 450775.19646562374, 131913.96765184903 450558.69011467765, 132038.96765184903 450342.18376373156, 132288.96765184903 450342.18376373156, 132413.96765184903 450558.69011467765))"
"POLYGON ((132846.98035374124 450558.69011467765, 132721.98035374124 450775.19646562374, 132471.98035374124 450775.19646562374, 132346.98035374124 450558.69011467765, 132471.98035374124 450342.18376373156, 132721.98035374124 450342.18376373156, 132846.98035374124 450558.69011467765))"
"POLYGON ((133279.99305563344 450558.69011467765, 133154.99305563344 450775.19646562374, 132904.99305563344 450775.19646562374, 132779.99305563344 450558.69011467765, 132904.99305563344 450342.18376373156, 133154.99305563344 450342.18376373156, 133279.99305563344 450558.69011467765))"
"POLYGON ((133713.00575752568 450558.69011467765, 133588.00575752568 450775.19646562374, 133338.00575752568 450775.19646562374, 133213.00575752568 450558.69011467765, 133338.00575752568 450342.18376373156, 133588.00575752568 450342.18376373156, 133713.00575752568 450558.69011467765))"
"POLYGON ((134146.0184594179 450558.69011467765, 134021.0184594179 450775.19646562374, 133771.0184594179 450775.19646562374, 133646.0184594179 450558.69011467765, 133771.0184594179 450342.18376373156, 134021.0184594179 450342.18376373156, 134146.0184594179 450558.69011467765))"
"POLYGON ((134579.03116131012 450558.69011467765, 134454.03116131012 450775.19646562374, 134204.03116131012 450775.19646562374, 134079.03116131012 450558.69011467765, 134204.03116131012 450342.18376373156, 134454.03116131012 450342.18376373156, 134579.03116131012 450558.69011467765))"
"POLYGON ((135012.04386320233 450558.69011467765, 134887.04386320233 450775.19646562374, 134637.04386320233 450775.19646562374, 134512.04386320233 450558.69011467765, 134637.04386320233 450342.18376373156, 134887.04386320233 450342.18376373156, 135012.04386320233 450558.69011467765))"
"POLYGON ((135445.05656509456 450558.69011467765, 135320.05656509456 450775.19646562374, 135070.05656509456 450775.19646562374, 134945.05656509456 450558.69011467765, 135070.05656509456 450342.18376373156, 135320.05656509456 450342.18376373156, 135445.05656509456 450558.69011467765))"
"POLYGON ((135878.06926698677 450558.69011467765, 135753.06926698677 450775.19646562374, 135503.06926698677 450775.19646562374, 135378.06926698677 450558.69011467765, 135503.06926698677 450342.18376373156, 135753.06926698677 450342.18376373156, 135878.06926698677 450558.69011467765))"
"POLYGON ((136311.08196887898 450558.69011467765, 136186.08196887898 450775.19646562374, 135936.08196887898 450775.19646562374, 135811.08196887898 450558.69011467765, 135936.08196887898 450342.18376373156, 136186.08196887898 450342.18376373156, 136311.08196887898 450558.69011467765))"
"POLYGON ((136744.0946707712 450558.69011467765, 136619.0946707712 450775.19646562374, 136369.0946707712 450775.19646562374, 136244.0946707712 450558.69011467765, 136369.0946707712 450342.18376373156, 136619.0946707712 450342.18376373156, 136744.0946707712 450558.69011467765))"
"POLYGON ((137177.10737266342 450558.69011467765, 137052.10737266342 450775.19646562374, 136802.10737266342 450775.19646562374, 136677.10737266342 450558.69011467765, 136802.10737266342 450342.18376373156, 137052.10737266342 450342.18376373156, 137177.10737266342 450558.69011467765))"
"POLYGON ((137610.12007455566 450558.69011467765, 137485.12007455566 450775.19646562374, 137235.12007455566 450775.19646562374, 137110.12007455566 450558.69011467765, 137235.12007455566 450342.18376373156, 137485.12007455566 450342.18376373156, 137610.12007455566 450558.69011467765))"
"POLYGON ((138043.13277644786 450558.69011467765, 137918.13277644786 450775.19646562374, 137668.13277644786 450775.19646562374, 137543.13277644786 450558.69011467765, 137668.13277644786 450342.18376373156, 137918.13277644786 450342.18376373156, 138043.13277644786 450558.69011467765))"
"POLYGON ((138476.1454783401 450558.69011467765, 138351.1454783401 450775.19646562374, 138101.1454783401 450775.19646562374, 137976.1454783401 450558.69011467765, 138101.1454783401 450342.18376373156, 138351.1454783401 450342.18376373156, 138476.1454783401 450558.69011467765))"
"POLYGON ((138909.1581802323 450558.69011467765, 138784.1581802323 450775.19646562374, 138534.1581802323 450775.19646562374, 138409.1581802323 450558.69011467765, 138534.1581802323 450342.18376373156, 138784.1581802323 450342.18376373156, 138909.1581802323 450558.69011467765))"
"POLYGON ((139342.1708821245 450558.69011467765, 139217.1708821245 450775.19646562374, 138967.1708821245 450775.19646562374, 138842.1708821245 450558.69011467765, 138967.1708821245 450342.18376373156, 139217.1708821245 450342.18376373156, 139342.1708821245 450558.69011467765))"
"POLYGON ((139775.18358401675 450558.69011467765, 139650.18358401675 450775.19646562374, 139400.18358401675 450775.19646562374, 139275.18358401675 450558.69011467765, 139400.18358401675 450342.18376373156, 139650.18358401675 450342.18376373156, 139775.18358401675 450558.69011467765))"
"POLYGON ((140208.19628590895 450558.69011467765, 140083.19628590895 450775.19646562374, 139833.19628590895 450775.19646562374, 139708.19628590895 450558.69011467765, 139833.19628590895 450342.18376373156, 140083.19628590895 450342.18376373156, 140208.19628590895 450558.69011467765))"
"POLYGON ((140641.2089878012 450558.69011467765, 140516.2089878012 450775.19646562374, 140266.2089878012 450775.19646562374, 140141.2089878012 450558.69011467765, 140266.2089878012 450342.18376373156, 140516.2089878012 450342.18376373156, 140641.2089878012 450558.69011467765))"
"POLYGON ((141074.2216896934 450558.69011467765, 140949.2216896934 450775.19646562374, 140699.2216896934 450775.19646562374, 140574.2216896934 450558.69011467765, 140699.2216896934 450342.18376373156, 140949.2216896934 450342.18376373156, 141074.2216896934 450558.69011467765))"
"POLYGON ((141507.23439158563 450558.69011467765, 141382.23439158563 450775.19646562374, 141132.23439158563 450775.19646562374, 141007.23439158563 450558.69011467765, 141132.23439158563 450342.18376373156, 141382.23439158563 450342.18376373156, 141507.23439158563 450558.69011467765))"
"POLYGON ((141940.24709347784 450558.69011467765, 141815.24709347784 450775.19646562374, 141565.24709347784 450775.19646562374, 141440.24709347784 450558.69011467765, 141565.24709347784 450342.18376373156, 141815.24709347784 450342.18376373156, 141940.24709347784 450558.69011467765))"
"POLYGON ((142373.25979537005 450558.69011467765, 142248.25979537005 450775.19646562374, 141998.25979537005 450775.19646562374, 141873.25979537005 450558.69011467765, 141998.25979537005 450342.18376373156, 142248.25979537005 450342.18376373156, 142373.25979537005 450558.69011467765))"
"POLYGON ((142806.27249726228 450558.69011467765, 142681.27249726228 450775.19646562374, 142431.27249726228 450775.19646562374, 142306.27249726228 450558.69011467765, 142431.27249726228 450342.18376373156, 142681.27249726228 450342.18376373156, 142806.27249726228 450558.69011467765))"
"POLYGON ((143239.2851991545 450558.69011467765, 143114.2851991545 450775.19646562374, 142864.2851991545 450775.19646562374, 142739.2851991545 450558.69011467765, 142864.2851991545 450342.18376373156, 143114.2851991545 450342.18376373156, 143239.2851991545 450558.69011467765))"
"POLYGON ((143672.29790104672 450558.69011467765, 143547.29790104672 450775.19646562374, 143297.29790104672 450775.19646562374, 143172.29790104672 450558.69011467765, 143297.29790104672 450342.18376373156, 143547.29790104672 450342.18376373156, 143672.29790104672 450558.69011467765))"
"POLYGON ((144105.31060293893 450558.69011467765, 143980.31060293893 450775.19646562374, 143730.31060293893 450775.19646562374, 143605.31060293893 450558.69011467765, 143730.31060293893 450342.18376373156, 143980.31060293893 450342.18376373156, 144105.31060293893 450558.69011467765))"
"POLYGON ((144538.32330483117 450558.69011467765, 144413.32330483117 450775.19646562374, 144163.32330483117 450775.19646562374, 144038.32330483117 450558.69011467765, 144163.32330483117 450342.18376373156, 144413.32330483117 450342.18376373156, 144538.32330483117 450558.69011467765))"
"POLYGON ((144971.33600672337 450558.69011467765, 144846.33600672337 450775.19646562374, 144596.33600672337 450775.19646562374, 144471.33600672337 450558.69011467765, 144596.33600672337 450342.18376373156, 144846.33600672337 450342.18376373156, 144971.33600672337 450558.69011467765))"
"POLYGON ((145404.34870861558 450558.69011467765, 145279.34870861558 450775.19646562374, 145029.34870861558 450775.19646562374, 144904.34870861558 450558.69011467765, 145029.34870861558 450342.18376373156, 145279.34870861558 450342.18376373156, 145404.34870861558 450558.69011467765))"
"POLYGON ((145837.36141050782 450558.69011467765, 145712.36141050782 450775.19646562374, 145462.36141050782 450775.19646562374, 145337.36141050782 450558.69011467765, 145462.36141050782 450342.18376373156, 145712.36141050782 450342.18376373156, 145837.36141050782 450558.69011467765))"
"POLYGON ((146270.37411240005 450558.69011467765, 146145.37411240005 450775.19646562374, 145895.37411240005 450775.19646562374, 145770.37411240005 450558.69011467765, 145895.37411240005 450342.18376373156, 146145.37411240005 450342.18376373156, 146270.37411240005 450558.69011467765))"
"POLYGON ((146703.38681429226 450558.69011467765, 146578.38681429226 450775.19646562374, 146328.38681429226 450775.19646562374, 146203.38681429226 450558.69011467765, 146328.38681429226 450342.18376373156, 146578.38681429226 450342.18376373156, 146703.38681429226 450558.69011467765))"
"POLYGON ((147136.39951618447 450558.69011467765, 147011.39951618447 450775.19646562374, 146761.39951618447 450775.19646562374, 146636.39951618447 450558.69011467765, 146761.39951618447 450342.18376373156, 147011.39951618447 450342.18376373156, 147136.39951618447 450558.69011467765))"
"POLYGON ((147569.4122180767 450558.69011467765, 147444.4122180767 450775.19646562374, 147194.4122180767 450775.19646562374, 147069.4122180767 450558.69011467765, 147194.4122180767 450342.18376373156, 147444.4122180767 450342.18376373156, 147569.4122180767 450558.69011467765))"
"POLYGON ((148002.4249199689 450558.69011467765, 147877.4249199689 450775.19646562374, 147627.4249199689 450775.19646562374, 147502.4249199689 450558.69011467765, 147627.4249199689 450342.18376373156, 147877.4249199689 450342.18376373156, 148002.4249199689 450558.69011467765))"
"POLYGON ((148435.4376218611 450558.69011467765, 148310.4376218611 450775.19646562374, 148060.4376218611 450775.19646562374, 147935.4376218611 450558.69011467765, 148060.4376218611 450342.18376373156, 148310.4376218611 450342.18376373156, 148435.4376218611 450558.69011467765))"
